frame,time,x,y,z,velocity_x,velocity_y,velocity_z,speed,acceleration_x,acceleration_y,acceleration_z,acceleration_magnitude
1,0.0,0.0,0.0,1.600994983164128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.05,0.0,0.0,0.005299352575093508,0.0,0.0,0.10566685348749161,0.10566685315041352,0.0,0.0,2.113337278366089,2.1133373203701273
3,0.1,0.0,0.0,0.010582695715129375,0.0,0.0,0.10566685348749161,0.10566685315041352,0.0,0.0,-4.470348358154297e-07,4.470348358154297e-07
4,0.15,0.0,0.0,0.01586603745818138,0.0,0.0,0.1056668609380722,0.1056668619641759,0.0,0.0,7.450580596923828e-07,7.450580596923828e-07
5,0.2,0.0,0.0,0.02114938199520111,0.0,0.0,0.1056668758392334,0.10566687518481811,0.0,0.0,-1.4901161193847656e-07,1.4901161193847656e-07
6,0.25,0.0,0.0,0.02643272466957569,0.0,0.0,0.10566685348749161,0.10566685315041352,0.0,0.0,-4.470348358154297e-07,4.470348358154297e-07
7,0.3,0.0,0.0,0.03171606734395027,0.0,0.0,0.1056668758392334,0.10566687518481811,0.0,0.0,7.450580596923828e-07,7.450580596923828e-07
8,0.35,0.0,0.0,0.03699941188097,0.0,0.0,0.10566685348749161,0.10566685315041352,0.0,0.0,-1.1920928955078125e-06,1.1920928955078125e-06
9,0.4,0.0,0.0,0.04228275269269943,0.0,0.0,0.10566689074039459,0.10566689281233847,0.0,0.0,2.2351741790771484e-06,2.2351741790771484e-06
10,0.45,0.0,0.0,0.04756610095500946,0.0,0.0,0.10566689074039459,0.10566689281233847,0.0,0.0,-1.4901161193847656e-06,1.4901161193847656e-06
11,0.5,0.0,0.0,0.05284944176673889,0.0,0.0,0.10566677898168564,0.10566677823340355,0.0,0.0,-2.9802322387695312e-06,2.9802322387695312e-06
12,0.55,0.0,0.0,0.058132778853178024,0.0,0.0,0.10566689074039459,0.10566689281233847,0.0,0.0,5.21540641784668e-06,5.21540641784668e-06
13,0.6,0.0,0.0,0.06341613084077835,0.0,0.0,0.10566692799329758,0.10566692806737037,0.0,0.0,-1.4901161193847656e-06,1.4901161193847656e-06
14,0.65,0.0,0.0,0.06869947165250778,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-2.2351741790771484e-06,2.2351741790771484e-06
15,0.7,0.0,0.0,0.07398281246423721,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,0.0,0.0
16,0.75,0.0,0.0,0.07926615327596664,0.0,0.0,0.10566689074039459,0.10566689281233847,0.0,0.0,2.9802322387695312e-06,2.9802322387695312e-06
17,0.8,0.0,0.0,0.08454950153827667,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-4.470348358154297e-06,4.470348358154297e-06
18,0.85,0.0,0.0,0.0898328348994255,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,2.9802322387695312e-06,2.9802322387695312e-06
19,0.9,0.0,0.0,0.09511618316173553,0.0,0.0,0.10566696524620056,0.1056669633223905,0.0,0.0,2.9802322387695312e-06,2.9802322387695312e-06
20,0.95,0.0,0.0,0.10039953142404556,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-5.9604644775390625e-06,5.9604644775390625e-06
21,1.0,0.0,0.0,0.1056828647851944,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,2.9802322387695312e-06,2.9802322387695312e-06
22,1.05,0.0,0.0,0.11096621304750443,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-2.9802322387695312e-06,2.9802322387695312e-06
23,1.1,0.0,0.0,0.11624954640865326,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,2.9802322387695312e-06,2.9802322387695312e-06
24,1.15,0.0,0.0,0.12153289467096329,0.0,0.0,0.10566696524620056,0.1056669633223905,0.0,0.0,2.9802322387695312e-06,2.9802322387695312e-06
25,1.2,0.0,0.0,0.12681624293327332,0.0,0.0,0.10566689074039459,0.10566689281233847,0.0,0.0,-2.9802322387695312e-06,2.9802322387695312e-06
26,1.25,0.0,0.0,0.13209958374500275,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-1.4901161193847656e-06,1.4901161193847656e-06
27,1.3,0.0,0.0,0.13738292455673218,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,0.0,0.0
28,1.35,0.0,0.0,0.1426662653684616,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,0.0,0.0
29,1.4,0.0,0.0,0.14794960618019104,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,0.0,0.0
30,1.45,0.0,0.0,0.15323294699192047,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,0.0,0.0
31,1.5,0.0,0.0,0.1585162878036499,0.0,0.0,0.10566666722297668,0.10566666806123358,0.0,0.0,-5.9604644775390625e-06,5.9604644775390625e-06
32,1.55,0.0,0.0,0.16379961371421814,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,8.940696716308594e-06,8.940696716308594e-06
33,1.6,0.0,0.0,0.16908296942710876,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
34,1.65,0.0,0.0,0.1743663251399994,0.0,0.0,0.10566696524620056,0.1056669633223905,0.0,0.0,-5.9604644775390625e-06,5.9604644775390625e-06
35,1.7,0.0,0.0,0.17964966595172882,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-2.9802322387695312e-06,2.9802322387695312e-06
36,1.75,0.0,0.0,0.18493300676345825,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,0.0,0.0
37,1.8,0.0,0.0,0.19021634757518768,0.0,0.0,0.10566696524620056,0.1056669633223905,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
38,1.85,0.0,0.0,0.1954997032880783,0.0,0.0,0.10566696524620056,0.1056669633223905,0.0,0.0,-2.9802322387695312e-06,2.9802322387695312e-06
39,1.9,0.0,0.0,0.20078304409980774,0.0,0.0,0.10566666722297668,0.10566666806123358,0.0,0.0,-8.940696716308594e-06,8.940696716308594e-06
40,1.95,0.0,0.0,0.20606637001037598,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,8.940696716308594e-06,8.940696716308594e-06
41,2.0,0.0,0.0,0.2113497257232666,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-5.9604644775390625e-06,5.9604644775390625e-06
42,2.05,0.0,0.0,0.21663305163383484,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
43,2.1,0.0,0.0,0.22191640734672546,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
44,2.15,0.0,0.0,0.2271997630596161,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,0.0,0.0
45,2.2,0.0,0.0,0.2324831187725067,0.0,0.0,0.10566651821136475,0.10566651822689808,0.0,0.0,-2.384185791015625e-05,2.384185791015625e-05
46,2.25,0.0,0.0,0.23776641488075256,0.0,0.0,0.10566666722297668,0.10566666806123358,0.0,0.0,1.7881393432617188e-05,1.7881393432617188e-05
47,2.3,0.0,0.0,0.24304978549480438,0.0,0.0,0.10566696524620056,0.1056669633223905,0.0,0.0,-2.9802322387695312e-06,2.9802322387695312e-06
48,2.35,0.0,0.0,0.24833311140537262,0.0,0.0,0.10566696524620056,0.1056669633223905,0.0,0.0,8.940696716308594e-06,8.940696716308594e-06
49,2.4,0.0,0.0,0.25361648201942444,0.0,0.0,0.10566696524620056,0.1056669633223905,0.0,0.0,-8.940696716308594e-06,8.940696716308594e-06
50,2.45,0.0,0.0,0.2588998079299927,0.0,0.0,0.10566651821136475,0.10566651822689808,0.0,0.0,-8.940696716308594e-06,8.940696716308594e-06
51,2.5,0.0,0.0,0.2641831338405609,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,1.1920928955078125e-05,1.1920928955078125e-05
52,2.55,0.0,0.0,0.26946648955345154,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
53,2.6,0.0,0.0,0.27474984526634216,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-1.1920928955078125e-05,1.1920928955078125e-05
54,2.65,0.0,0.0,0.2800331711769104,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
55,2.7,0.0,0.0,0.285316526889801,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
56,2.75,0.0,0.0,0.29059988260269165,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-1.1920928955078125e-05,1.1920928955078125e-05
57,2.8,0.0,0.0,0.2958832085132599,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
58,2.85,0.0,0.0,0.3011665642261505,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
59,2.9,0.0,0.0,0.30644991993904114,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-1.1920928955078125e-05,1.1920928955078125e-05
60,2.95,0.0,0.0,0.3117332458496094,0.0,0.0,0.10566651821136475,0.10566651822689808,0.0,0.0,-5.9604644775390625e-06,5.9604644775390625e-06
61,3.0,0.0,0.0,0.3170165717601776,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,1.1920928955078125e-05,1.1920928955078125e-05
62,3.05,0.0,0.0,0.32229992747306824,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
63,3.1,0.0,0.0,0.32758328318595886,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-1.1920928955078125e-05,1.1920928955078125e-05
64,3.15,0.0,0.0,0.3328666090965271,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
65,3.2,0.0,0.0,0.3381499648094177,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-5.9604644775390625e-06,5.9604644775390625e-06
66,3.25,0.0,0.0,0.34343329071998596,0.0,0.0,0.10566651821136475,0.10566651822689808,0.0,0.0,-5.9604644775390625e-06,5.9604644775390625e-06
67,3.3,0.0,0.0,0.3487166166305542,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,2.384185791015625e-05,2.384185791015625e-05
68,3.35,0.0,0.0,0.3540000021457672,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-2.384185791015625e-05,2.384185791015625e-05
69,3.4,0.0,0.0,0.35928329825401306,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,1.7881393432617188e-05,1.7881393432617188e-05
70,3.45,0.0,0.0,0.3645666837692261,0.0,0.0,0.10566741228103638,0.10566741282286622,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
71,3.5,0.0,0.0,0.3698500394821167,0.0,0.0,0.10566651821136475,0.10566651822689808,0.0,0.0,-2.9802322387695312e-05,2.9802322387695312e-05
72,3.55,0.0,0.0,0.37513333559036255,0.0,0.0,0.10566651821136475,0.10566651822689808,0.0,0.0,1.1920928955078125e-05,1.1920928955078125e-05
73,3.6,0.0,0.0,0.3804166913032532,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,1.1920928955078125e-05,1.1920928955078125e-05
74,3.65,0.0,0.0,0.3857000470161438,0.0,0.0,0.1056671142578125,0.10566711315609487,0.0,0.0,0.0,0.0
75,3.7,0.0,0.0,0.3909834027290344,0.0,0.0,0.10566681623458862,0.10566681789535662,0.0,0.0,-1.1920928955078125e-05,1.1920928955078125e-05
76,3.75,0.0,0.0,0.39626672863960266,0.007975228130817413,0.0,0.07687389850616455,0.07728648241884627,0.31900912523269653,0.0,-1.1517107486724854,1.195075067612365
77,3.8,0.0007975228363648057,0.0,0.3986707925796509,0.03515823930501938,0.0,-0.021263957023620605,0.04108841325471746,0.9278159141540527,0.0,-3.3496618270874023,3.4757842660874982
78,3.85,0.003515823744237423,0.0,0.3941403329372406,0.05436522886157036,0.0,-0.09060889482498169,0.10566716493681096,0.38412392139434814,0.0,-1.3868927955627441,1.4391048481081234
79,3.9,0.00623404560610652,0.0,0.3896099030971527,0.054364994168281555,0.0,-0.09060859680175781,0.10566678925061423,6.4820051193237305e-06,0.0,5.9604644775390625e-06,8.805880260084397e-06
80,3.95,0.008952323347330093,0.0,0.3850794732570648,0.05436515808105469,0.0,-0.09060829877853394,0.10566661738199683,-4.6193599700927734e-06,0.0,1.1920928955078125e-05,1.2784640537978201e-05
