frame,time,x,y,z,velocity_x,velocity_y,velocity_z,speed,acceleration_x,acceleration_y,acceleration_z,acceleration_magnitude
1,0.0,0.0,0.0,0.3999555706977844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.05,0.0,0.0,0.3945777714252472,0.0,0.0,-0.10755568742752075,0.10755568753069429,0.0,0.0,-2.1511077880859375,2.1511077378095935
3,0.1,0.0,0.0,0.38920000195503235,0.0,0.0,-0.10755538940429688,0.10755538879546063,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
4,0.15,0.0,0.0,0.3838222324848175,0.0,0.0,-0.10755538940429688,0.10755538879546063,0.0,0.0,0.0,0.0
5,0.2,0.0,0.0,0.37844446301460266,0.0,0.0,-0.10755538940429688,0.10755538879546063,0.0,0.0,0.0,0.0
6,0.25,0.0,0.0,0.3730666935443878,0.0,0.0,-0.10755568742752075,0.10755568753069429,0.0,0.0,-1.1920928955078125e-05,1.1920928955078125e-05
7,0.3,0.0,0.0,0.3676888942718506,0.0,0.0,-0.10755568742752075,0.10755568753069429,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
8,0.35,0.0,0.0,0.36231112480163574,0.0,0.0,-0.10755538940429688,0.10755538879546063,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
9,0.4,0.0,0.0,0.3569333553314209,0.0,0.0,-0.10755538940429688,0.10755538879546063,0.0,0.0,0.0,0.0
10,0.45,0.0,0.0,0.35155558586120605,0.0,0.0,-0.10755538940429688,0.10755538879546063,0.0,0.0,0.0,0.0
11,0.5,0.0,0.0,0.3461778163909912,0.0,0.0,-0.10755568742752075,0.10755568753069429,0.0,0.0,-1.1920928955078125e-05,1.1920928955078125e-05
12,0.55,0.0,0.0,0.340800017118454,0.0,0.0,-0.10755568742752075,0.10755568753069429,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
13,0.6,0.0,0.0,0.33542224764823914,0.0,0.0,-0.10755568742752075,0.10755568753069429,0.0,0.0,-5.9604644775390625e-06,5.9604644775390625e-06
14,0.65,0.0,0.0,0.3300444483757019,0.0,0.0,-0.10755538940429688,0.10755538879546063,0.0,0.0,1.7881393432617188e-05,1.7881393432617188e-05
15,0.7,0.0,0.0,0.32466670870780945,0.0,0.0,-0.107555091381073,0.10755509005939724,0.0,0.0,0.0,0.0
16,0.75,0.0,0.0,0.3192889392375946,0.0,0.0,-0.10755568742752075,0.10755568753069429,0.0,0.0,-1.7881393432617188e-05,1.7881393432617188e-05
17,0.8,0.0,0.0,0.3139111399650574,0.0,0.0,-0.10755568742752075,0.10755568753069429,0.0,0.0,5.9604644775390625e-06,5.9604644775390625e-06
